ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,cited_by,dblp_key
000841,article,10.1080/07421222.1994.11518030,Journal of Management Information Systems,A Mathematical Model of Performance of Computer-Mediated Groups during Idea Generation,1994,11,1,59--72,https://www.tandfonline.com/doi/abs/10.1080/07421222.1994.11518030,"Valacich, Joseph S. and Dennis, Alan R.",,,
000842,article,10.1080/07421222.1999.11518248,Journal of Management Information Systems,Toward a Contingency Model for Selecting an Information System Prototyping Strategy,1999,16,2,113--136,https://www.tandfonline.com/doi/abs/10.1080/07421222.1999.11518248,"Hardgrave, Bill C. and Wilson, Rick L. and Eastman, Ken",,,
000843,article,10.1080/07421222.2005.11045845,Journal of Management Information Systems,Buyer's Efficient E-Sourcing Structure: Centralize or Decentralize?,2005,22,2,141--164,https://www.tandfonline.com/doi/abs/10.1080/07421222.2005.11045845,"DAI, RUI and NARASIMHAN, SRIDHAR and WU, D.J.",,,
000844,article,10.2753/MIS0742-1222300107,Journal of Management Information Systems,Service-Oriented Methodology for Systems Development,2013,30,1,227--260,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222300107,"Keith, Mark and Demirkan, Haluk and Goul, Michael",eng,,
000845,article,10.2753/MIS0742-1222260405,Journal of Management Information Systems,Coordination Strategies in an SaaS Supply Chain,2010,26,4,119--143,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222260405,"Demirkan, Haluk and Cheng, Hsing Keneth and Bandyopadhyay, Subhajyoti",,,
000846,article,10.1080/07421222.1991.11517909,Journal of Management Information Systems,Supporting the Search for Competitive Advantage,1991,8,1,5--36,https://www.tandfonline.com/doi/abs/10.1080/07421222.1991.11517909,"Dennis, Alan R. and Nunamaker, Jay F. and Paranka, David",,,
000847,article,10.1080/07421222.1986.11517750,Journal of Management Information Systems,"Index to Journal of Management Information Systems Volume II, 1985–1986",1986,2,4,99--101,https://www.tandfonline.com/doi/abs/10.1080/07421222.1986.11517750,,,,
000848,article,10.1080/07421222.1999.11518241,Journal of Management Information Systems,Editorial Introduction,1999,16,2,3--4,https://www.tandfonline.com/doi/abs/10.1080/07421222.1999.11518241,"Zwass, Vladimir",,,
000849,article,10.1080/07421222.2015.1063272,Journal of Management Information Systems,Special Section: Online Social Connections: Efficiency Versus Regulation,2015,32,2,4--7,https://www.tandfonline.com/doi/full/10.1080/07421222.2015.1063272,"Clemons, Eric K. and Dewan, Rajiv M. and Kauffman, Robert J. and Weber, Thomas A.",,,
000850,article,10.2753/MIS0742-1222270101,Journal of Management Information Systems,Special Section: Social Aspects of Sociotechnical Systems,2010,27,1,13--16,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270101,"Briggs, Robert O. and Nunamaker, Jay F. and Sprague, Ralph H.",,,
000851,article,10.1080/07421222.2016.1267511,Journal of Management Information Systems,Editorial Introduction,2016,33,4,935--937,https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1267511,"Zwass, Vladimir",,,
000852,article,10.2753/MIS0742-1222220405,Journal of Management Information Systems,An Information Systems Security Risk Assessment Model Under the Dempster-Shafer Theory of Belief Functions,2006,22,4,109--142,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222220405,"SUN, LILI and SRIVASTAVA, RAJENDRA P. and MOCK, THEODORE J.",,,
000853,article,10.1080/07421222.1994.11518035,Journal of Management Information Systems,Influence of Experience on Personal Computer Utilization: Testing a Conceptual Model,1994,11,1,167--187,https://www.tandfonline.com/doi/abs/10.1080/07421222.1994.11518035,"Thompson, Ronald L. and Higgins, Christopher A. and Howell, Jane M.",,,
000854,article,10.1080/07421222.2017.1297636,Journal of Management Information Systems,A Study of Enterprise Software Licensing Models,2017,34,1,177--205,https://www.tandfonline.com/doi/full/10.1080/07421222.2017.1297636,"Li, Shengli and Cheng, Hsing Kenneth and Duan, Yang and Yang, Yu-Chen",,,
000855,article,10.2753/MIS0742-1222310211,Journal of Management Information Systems,"Relational Contracts, Growth Options, and Heterogeneous Beliefs: A Game-Theoretic Perspective on Information Technology Outsourcing",2014,31,2,319--350,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222310211,"Li, Xiaotong",,,
000856,article,10.1080/07421222.1997.11518162,Journal of Management Information Systems,Special Section: Strategic and Competitive Information Systems,1997,14,2,5--7,https://www.tandfonline.com/doi/abs/10.1080/07421222.1997.11518162,"Clemons, Eric K. and Weber, Bruce W.",,,
000857,article,10.2753/MIS0742-1222270309,Journal of Management Information Systems,"Bidding Patterns, Experience, and Avoiding the Winner's Curse in Online Auctions",2010,27,3,241--268,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270309,"Easley, Robert F. and Wood, Charles A. and Barkataki, Sharad",,,
000858,article,10.1080/07421222.2001.11045667,Journal of Management Information Systems,Editorial Introduction,2001,17,4,3--4,https://www.tandfonline.com/doi/abs/10.1080/07421222.2001.11045667,,,,
000859,article,10.2753/MIS0742-1222290307,Journal of Management Information Systems,Alternate Strategies for a Win-Win Seeking Agent in Agent-Human Negotiations,2012,29,3,223--256,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290307,"Yang, Yinping and Singhal, Sharad and Xu, Yunjie",,,
000860,article,10.1080/07421222.1993.11517978,Journal of Management Information Systems,DKAS: A Distributed Knowledge Acquisition System in a DSS,1993,9,4,59--82,https://www.tandfonline.com/doi/abs/10.1080/07421222.1993.11517978,"Kiang, Melody Yihwa and Chi, Robert T. and Tam, Kar Yan",,,
000861,article,10.1080/07421222.1984.11517695,Journal of Management Information Systems,Capturing More Meaning in Databases,1984,1,1,33--49,https://www.tandfonline.com/doi/abs/10.1080/07421222.1984.11517695,"Maier, David",,,
000862,article,10.1080/07421222.1993.11517979,Journal of Management Information Systems,The Impact of Data Accuracy on System Learning,1993,9,4,83--98,https://www.tandfonline.com/doi/abs/10.1080/07421222.1993.11517979,"O’Leary, Daniel E.",,,
000863,article,10.2753/MIS0742-1222230401,Journal of Management Information Systems,"Global Perspectives on Information, Communication, and E-Commerce",2007,23,4,7--9,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222230401,"Briggs, Robert O. and Nunamaker, Jay F. and Sprague, Ralph H.",,,
000864,article,10.2753/MIS0742-1222280400,Journal of Management Information Systems,Editorial Introduction,2012,28,4,5--6,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222280400,"Zwass, Vladimir",,,
000865,article,10.1080/07421222.1990.11517892,Journal of Management Information Systems,Maintaining Remote Decision Support Databases,1990,7,2,111--138,https://www.tandfonline.com/doi/abs/10.1080/07421222.1990.11517892,"Diehr, George and Saharia, Aditya and Chao, David",,,
000866,article,10.1080/07421222.1985.11517717,Journal of Management Information Systems,A Developmental Model of the Database Administration Function,1985,1,4,87--101,https://www.tandfonline.com/doi/abs/10.1080/07421222.1985.11517717,"Kahn, Beverly K. and Garceau, Linda R.",,,
000867,article,10.1080/07421222.2001.11045675,Journal of Management Information Systems,Situated Learning and the Situated Knowledge Web: Exploring the Ground Beneath Knowledge Management,2001,18,1,115--150,https://www.tandfonline.com/doi/abs/10.1080/07421222.2001.11045675,"Nidumolu, Sarma R. and Subramani, Mani and Aldrich, Alan",,,
000868,article,10.2753/MIS0742-1222230410,Journal of Management Information Systems,Recommendation Agents for Electronic Commerce: Effects of Explanation Facilities on Trusting Beliefs,2007,23,4,217--246,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222230410,"Wang, Weiquan and Benbasat, Izak",,,
000869,article,10.1080/07421222.2003.11045764,Journal of Management Information Systems,What Do You Know? Rational Expectations in Information Technology Adoption and Investment,2003,20,2,49--76,https://www.tandfonline.com/doi/abs/10.1080/07421222.2003.11045764,"AU, YORIS A. and AU, YORIS A. and KAUFFMAN, ROBERT J.",,,
000870,article,10.1080/07421222.1997.11518149,Journal of Management Information Systems,Author Index to Journal of Management Information Systems Volume 13 (Summer 1996–Spring 1997),1997,13,4,216--219,https://www.tandfonline.com/doi/abs/10.1080/07421222.1997.11518149,,,,
000871,article,10.1080/07421222.1994.11518025,Journal of Management Information Systems,Organization Designs for the Management of End-User Computing: Reexamining the Contingencies,1994,10,4,183--211,https://www.tandfonline.com/doi/abs/10.1080/07421222.1994.11518025,"Brown, Carol V. and Bostrom, Robert P.",,,
000872,article,10.1080/07421222.1992.11517970,Journal of Management Information Systems,AEROBA: A Blackboard Approach to Model Formulation,1992,9,3,123--143,https://www.tandfonline.com/doi/abs/10.1080/07421222.1992.11517970,"Vinze, Ajay S. and Sen, Arun and Liou, Shue Feng T.",,,
000873,article,10.2753/MIS0742-1222290200,Journal of Management Information Systems,Editorial Introduction,2012,29,2,5--6,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290200,"Zwass, Vladimir",,,
000874,article,10.1080/07421222.1986.11517746,Journal of Management Information Systems,Automating Planning Environments: Knowledge Integration and Model Scripting,1986,2,4,49--69,https://www.tandfonline.com/doi/abs/10.1080/07421222.1986.11517746,"McIntyre, Scott C. and Konsynski, Benn R. and Nunamaker, Jay F.",,,
000875,article,10.1080/07421222.2016.1243885,Journal of Management Information Systems,Product Information Websites: Are They Good for Consumers?,2016,33,3,624--651,https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1243885,"Markopoulos, Panos M. and Aron, Ravi and Ungar, Lyle H.",,,
000876,article,10.1080/07421222.1994.11518055,Journal of Management Information Systems,An Examination of Gender Effects on Career Success of Information Systems Employees,1994,11,3,181--201,https://www.tandfonline.com/doi/abs/10.1080/07421222.1994.11518055,"Baroudi, Jack J. and Igbaria, Magid",,,
000877,article,10.1080/07421222.1985.11517720,Journal of Management Information Systems,Justifying Decision Support and Office Automation Systems,1985,2,1,5--17,https://www.tandfonline.com/doi/abs/10.1080/07421222.1985.11517720,"Gremillion, Lee L. and Pyburn, Philip J.",,,
000878,article,10.2753/MIS0742-1222280107,Journal of Management Information Systems,Effects of Automated and Participative Decision Support in Computer-Aided Credibility Assessment,2011,28,1,201--234,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222280107,"Jensen, Matthew L. and Lowry, Paul Benjamin and Jenkins, Jeffrey L.",,,
000879,article,10.2753/MIS0742-1222270300,Journal of Management Information Systems,Editorial Introduction,2010,27,3,5--6,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270300,"Zwass, Vladimir",,,
000880,article,10.1080/07421222.1998.11518193,Journal of Management Information Systems,"Index to Journal of Management Information Systems Volume 14, 1997–98",1998,14,4,239--242,https://www.tandfonline.com/doi/abs/10.1080/07421222.1998.11518193,,,,
000881,article,10.1080/07421222.1988.11517818,Journal of Management Information Systems,A Longitudinal Study of Spreadsheet Program Use,1988,5,1,82--100,https://www.tandfonline.com/doi/abs/10.1080/07421222.1988.11517818,"Carlsson, Sven A.",,,
000882,article,10.2753/MIS0742-1222250101,Journal of Management Information Systems,Special Section: Online Coordination and Interaction,2008,25,1,13--16,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250101,"Briggs, Robert O. and Nunamaker, Jay F. and Sprague, Ralph H.",,,
000883,article,10.1080/07421222.2016.1205934,Journal of Management Information Systems,Perverse Effects in Defense of Computer Systems: When More Is Less,2016,33,2,597--620,https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1205934,"Wolff, Josephine",,,
000884,article,10.1080/07421222.2000.11045631,Journal of Management Information Systems,Editorial Introduction,2000,17,1,3--8,https://www.tandfonline.com/doi/abs/10.1080/07421222.2000.11045631,,,,
000885,article,10.1080/07421222.2002.11045727,Journal of Management Information Systems,Development of a Measure for the Organizational Learning Construct,2002,19,2,175--218,https://www.tandfonline.com/doi/abs/10.1080/07421222.2002.11045727,"Templeton, Gary F. and Lewis, Bruce R. and Snyder, Charles A.",,,
000886,article,10.1080/07421222.2020.1759344,Journal of Management Information Systems,Idea Convergence Quality in Open Innovation Crowdsourcing: A Cognitive Load Perspective,2020,37,2,349--376,https://www.tandfonline.com/doi/full/10.1080/07421222.2020.1759344,"Cheng, Xusen and Fu, Shixuan and de Vreede, Triparna and de Vreede, Gert-Jan and Seeber, Isabella and Maier, Ronald and Weber, Barbara",,,
000887,article,10.2753/MIS0742-1222270105,Journal of Management Information Systems,Models of Collaboration as the Foundation for Collaboration Technologies,2010,27,1,97--122,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270105,"Poltrock, Steven and Handel, Mark",,,
000888,article,10.2753/MIS0742-1222260111,Journal of Management Information Systems,Differential Effects of the Two Types of Information Systems: A Hospital-Based Study,2009,26,1,297--316,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222260111,"Menon, Nirup M. and Yaylacicegi, Ulku and Cezar, Asunur",,,
000889,article,10.1080/07421222.2018.1481639,Journal of Management Information Systems,"Harnessing the Power of the Cloud: Revenue, Fairness, and Cloud Neutrality",2018,35,3,813--836,https://www.tandfonline.com/doi/full/10.1080/07421222.2018.1481639,"Joe-Wong, Carlee and Sen, Soumya",,,
000890,article,10.2753/MIS0742-1222290209,Journal of Management Information Systems,Dual Role of IT-Assisted Communication in Patient Care: A Validated Structure-Process-Outcome Framework,2012,29,2,257--292,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290209,"Angst, Corey M. and Devaraj, Sarv and D'Arcy, John",,,
000891,article,10.1080/07421222.1989.11517853,Journal of Management Information Systems,Editorial Introduction,1989,6,2,3--4,https://www.tandfonline.com/doi/abs/10.1080/07421222.1989.11517853,"Zwass, Vladimir",,,
000892,article,10.2753/MIS0742-1222270303,Journal of Management Information Systems,Regulation of Digital Businesses with Natural Monopolies or Third-Party Payment Business Models: Antitrust Lessons from the Analysis of Google,2010,27,3,43--80,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270303,"Clemons, Eric K. and Madhani, Nehal",,,
