ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,dblp_key,metadata_source
000631,article,10.1057/EJIS.2009.39,European Journal of Information Systems,Managerial problem-solving in the adoption of Radio Frequency Identification Technologies,2009,18,6,553--569,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.39,"Otondo, Robert F and Pearson, Allison W and Pearson, Rodney A and Shaw, John C and Shim, Jung P",,,
000632,article,10.1057/PALGRAVE.EJIS.3000600,European Journal of Information Systems,Enterprise agility and the enabling role of information technology,2006,15,2,120--131,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000600,"Overby, Eric and Bharadwaj, Anandhi and Sambamurthy, V",,,
000633,article,10.1057/S41303-017-0056-Z,European Journal of Information Systems,Antecedents and outcomes of information privacy concerns in a peer context - An exploratory study,2017,26,6,642--660,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0056-z,"Ozdemir, Zafer D. and Jeff Smith, H. and Benamati, John H.",,,
000634,article,10.1057/PALGRAVE.EJIS.3000414,European Journal of Information Systems,Knowledge Management and Business Model Innovation,2002,11,4,296--297,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000414,"Pagano, R",,,
000635,article,10.1057/PALGRAVE.EJIS.3000452,European Journal of Information Systems,Knowledge and Business Process Management,2003,12,2,159--160,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000452,"Pagano, Rosane",,,
000636,article,10.1057/EJIS.2010.37,European Journal of Information Systems,User experience of museum technologies - the phenomenological scales,2010,19,5,562--580,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.37,"Pallud, Jessie and Monod, Emmanuel",,,
000637,article,10.1080/0960085X.2020.1811786,European Journal of Information Systems,Sustainability Design Principles for a Wildlife Management Analytics System - An Action Design Research,2020,,,1--22,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1811786,"Pan, Shan L. and Li, Mingwei and Pee, L.G. and Sandeep, M.S.",,,
000638,article,10.1057/PALGRAVE.EJIS.3000394,European Journal of Information Systems,Organisational learning—a critical systems thinking discipline,2001,10,3,135--146,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000394,"Panagiotidis, P and Edwards, J S",,,
000639,article,10.1057/EJIS.2008.19,European Journal of Information Systems,IT employment prospects - beyond the dotcom bubble,2008,17,3,182--197,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.19,"Panko, Raymond R",,,
000640,article,10.1057/EJIS.2011.50,European Journal of Information Systems,The action researchvsdesign science debate - reflections from an intervention in eGovernment,2012,21,2,147--159,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.50,"Papas, Nikolaos and O'Keefe, Robert M and Seltsikas, Philip",,,
000641,article,10.1057/EJIS.2008.34,European Journal of Information Systems,Re-examining the causal structure of information technology impact research,2008,17,4,403--416,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.34,"Paré, Guy and Bourdeau, Simon and Marsan, Josianne and Nach, Hamid and Shuraida, Shadi",,,
000642,article,10.1057/S41303-016-0020-3,European Journal of Information Systems,Contextualizing the twin concepts of systematicity and transparency in information systems literature reviews,2016,25,6,493--508,https://www.tandfonline.com/doi/full/10.1057/s41303-016-0020-3,"Paré, Guy and Tate, Mary and Johnstone, David and Kitsiou, Spyros",,,
000643,article,10.1057/EJIS.2012.11,European Journal of Information Systems,Understanding overbidding behavior in C2C auctions: an escalation theory perspective,2012,21,6,643--663,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.11,"Park, Sang Cheol and Keil, Mark and Kim, Jong UK and Bock, Gee-Woo",eng,,
000644,article,10.1057/PALGRAVE.EJIS.3000544,European Journal of Information Systems,A framework for designing the balanced supply chain scorecard,2005,14,4,335--346,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000544,"Park, Jong Han and Lee, Jae Kyu and Yoo, Jung Soo",,,
000645,article,10.1057/S41303-016-0001-6,European Journal of Information Systems,Examining the intended and unintended consequences of organisational privacy safeguards,2017,26,1,37--65,https://www.tandfonline.com/doi/full/10.1057/s41303-016-0001-6,"Parks, Rachida and Xu, Heng and Chu, Chao-Hsien and Lowry, Paul Benjamin",,,
000646,article,10.1057/PALGRAVE.EJIS.3000513,European Journal of Information Systems,A research framework for analysing eBusiness models,2004,13,4,302--314,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000513,"Pateli, Adamantia G and Giaglis, George M",,,
000647,article,10.1057/PALGRAVE.EJIS.3000459,European Journal of Information Systems,"Time, change and paradoxes",2003,12,2,77--77,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000459,"Paul, Ray J",,,
000648,article,10.1057/PALGRAVE.EJIS.3000472,European Journal of Information Systems,More changes and responses,2003,12,3,167--167,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000472,"Paul, Ray J",,,
000649,article,10.1057/PALGRAVE.EJIS.3000506,European Journal of Information Systems,"Time, change and beliefs",2004,13,3,165--165,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000506,"Paul, Ray J",,,
000650,article,10.1057/PALGRAVE.EJIS.3000514,European Journal of Information Systems,"Time, change and EJIS",2004,13,4,245--246,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000514,"Paul, Ray J",,,
000651,article,10.1057/PALGRAVE.EJIS.3000495,European Journal of Information Systems,"Time, experience and change",2004,13,2,93--94,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000495,"Paul, Ray J",,,
000652,article,10.1057/PALGRAVE.EJIS.3000587,European Journal of Information Systems,The Labyrinths of Information - Challenging the Wisdom of Systems,2005,14,5,524--525,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000587,"Paul, Ray J",,,
000653,article,10.1057/PALGRAVE.EJIS.3000542,European Journal of Information Systems,Editor's View - an opportunity for editors of IS journals to relate their experiences and offer advice. The Editorial View of Ray J Paul. First in a series,2005,14,3,207--212,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000542,"Paul, Ray J",,,
000654,article,10.1057/PALGRAVE.EJIS.3000609,European Journal of Information Systems,Changing issues - sixes and specials,2006,15,1,1--3,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000609,"Paul, Ray J",,,
000655,article,10.1057/PALGRAVE.EJIS.3000627,European Journal of Information Systems,"Views, change and changing views",2006,15,3,239--240,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000627,"Paul, Ray J",,,
000656,article,10.1057/PALGRAVE.EJIS.3000655,European Journal of Information Systems,Making the changes,2006,15,6,525--526,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000655,"Paul, Ray J",,,
000657,article,10.1057/PALGRAVE.EJIS.3000705,European Journal of Information Systems,Changing the challenge - To challenge makes you larger and being challenged makes you small,2007,16,4,299--302,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000705,"Paul, Ray J",,,
000658,article,10.1057/PALGRAVE.EJIS.3000710,European Journal of Information Systems,Changeover and celebrating change - 20 reasons for celebrating 20 years,2007,16,5,525--526,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000710,"Paul, Ray J",,,
000659,article,10.1057/PALGRAVE.EJIS.3000668,European Journal of Information Systems,Change strikes back,2007,16,1,1--2,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000668,"Paul, Ray J",,,
000660,article,10.1057/PALGRAVE.EJIS.3000681,European Journal of Information Systems,Challenges to information systems - time to change,2007,16,3,193--195,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000681,"Paul, Ray J",,,
000661,article,10.1057/PALGRAVE.EJIS.3000722,European Journal of Information Systems,Time for a change,2007,16,6,667--668,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000722,"Paul, Ray J",,,
000662,article,10.1057/EJIS.2008.31,European Journal of Information Systems,Measuring research quality - the United Kingdom Government's Research Assessment Exercise,2008,17,4,324--329,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.31,"Paul, Ray J",,,
000663,article,10.1057/EJIS.2008.47,European Journal of Information Systems,The only duty we owe to history is to rewrite it - reflections on Bob Galliers' article ‘A discipline for a stage?',2008,17,5,444--447,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.47,"Paul, Ray J",,,
000664,article,10.1057/EJIS.2009.21,European Journal of Information Systems,What is published in our journals cannot change unless we do,2009,18,3,189--191,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.21,"Paul, Ray J",,,
000665,article,10.1057/EJIS.2010.40,European Journal of Information Systems,Loose Change,2010,19,4,379--381,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.40,"Paul, Ray J",,,
000666,article,10.1057/EJIS.2011.38,European Journal of Information Systems,Quality changes,2011,20,6,625--628,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.38,"Paul, Ray J",,,
000667,article,10.1057/PALGRAVE.EJIS.3000699,European Journal of Information Systems,Focusing the research agenda on burnout in IT - social representations of burnout in the profession,2007,16,5,612--627,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000699,"Pawlowski, Suzanne D and Kaganer, Evgeny A and Cater, John J",,,
000668,article,10.1057/EJIS.2009.16,European Journal of Information Systems,"Contemplating public policy in HIV/AIDS online content, then where is the technology spirit?",2009,18,3,192--204,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.16,"Payton, Fay Cobb and Kiwanuka-Tondo, James",,,
000669,article,10.1080/0960085X.2020.1863751,European Journal of Information Systems,Designing for the future in the age of pandemics: a future-ready design research (FRDR) process,2021,30,2,157--175,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1863751,"Pee, L.G. and Pan, Shan L. and Wang, Jingyuan and Wu, Junjie",eng,,
000670,article,10.1057/EJIS.2012.60,European Journal of Information Systems,Research opportunities in information technology funding and system justification,2013,22,2,131--138,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.60,"Peffers, Ken and Santos, Brian L Dos",,,
000671,article,10.1080/0960085X.2018.1458066,European Journal of Information Systems,Design science research genres - introduction to the special issue on exemplars and criteria for applicable design science research,2018,27,2,129--139,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1458066,"Peffers, Ken and Tuunanen, Tuure and Niehaves, Björn",,,
000672,article,10.1057/EJIS.2012.17,European Journal of Information Systems,"The effect of colors of e-commerce websites on consumer mood, memorization and buying intention",2012,21,4,438--467,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.17,"Pelet, Jean-Éric and Papadopoulou, Panagiota",,,
000673,article,10.1080/0960085X.2019.1589964,European Journal of Information Systems,A multilevel investigation on antecedents for employees' exploration of enterprise systems,2019,28,4,439--456,https://www.tandfonline.com/doi/full/10.1080/0960085X.2019.1589964,"Peng, Zeyu and Guo, Xitong",,,
000674,article,10.1057/PALGRAVE.EJIS.3000697,European Journal of Information Systems,The conundrum of IT management,2007,16,4,336--345,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000697,"Peppard, Joe",,,
000675,article,10.1057/PALGRAVE.EJIS.3000378,European Journal of Information Systems,Towards an enterprise architecture for public administration using a top-down approach,2000,9,4,252--260,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000378,"Peristeras, V and Tarabanis, K",,,
000676,article,10.1057/PALGRAVE.EJIS.3000471,European Journal of Information Systems,(IS)4 - is information systems interesting in itself?,2003,12,3,231--234,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000471,"Perry, Mark J",,,
000677,article,10.1057/EJIS.2008.15,European Journal of Information Systems,"Measuring information systems success - models, dimensions, measures, and interrelationships",2008,17,3,236--263,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.15,"Petter, Stacie and DeLone, William and McLean, Ephraim",,,
000678,article,10.1080/0960085X.2018.1529374,European Journal of Information Systems,Determinants and heterogeneity of switching costs in IT outsourcing - estimates from firm-level data,2019,28,3,291--317,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1529374,"Peukert, Christian",,,
000679,article,10.1057/EJIS.2010.32,European Journal of Information Systems,Customers' preference of online store visit strategies - an investigation of demographic variables,2010,19,3,344--358,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.32,"Phang, Chee Wei and Kankanhalli, Atreyi and Ramakrishnan, Karthik and Raman, Krishnamurthy S",,,
000680,article,10.1057/S41303-016-0019-9,European Journal of Information Systems,Triggered essential reviewing - the effect of technology affordances on service experience evaluations,2016,25,6,477--492,https://www.tandfonline.com/doi/full/10.1057/s41303-016-0019-9,"Piccoli, Gabriele",,,
000681,article,10.1057/EJIS.2013.20,European Journal of Information Systems,The competitive impact of information technology: can commodity IT contribute to competitive performance?,2014,23,6,616--628,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.20,"Piccoli, Gabriele and Lui, Tsz-Wai",eng,,
