ID,ENTRYTYPE,file,doi,grobid-version,journal,title,volume,number,author,year,note
0000000417,article,data/pdfs/22_5/XiaoXieHu2013.pdf,10.1057/EJIS.2012.40,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Inter-firm IT governance in power-imbalanced buyer-supplier dyads: exploring how it works and why it lasts,22,5,"Xiao, Jinghua and Xie, Kang and Hu, Qing",2012,
0000000418,article,data/pdfs/8_1/Guimaraes1999_Empirically Test.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Empirically testing the benefits, problems, and success factors for telecommuting programmes",8,1,"Guimaraes, T. and Dallow, P.",,
0000000419,article,data/pdfs/13_1/Baskerville2004.pdf,10.1057/PALGRAVE.EJIS.3000488,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An Editor's Values,13,1,"Baskerville, Richard",,
0000000420,article,data/pdfs/20_5/ShinKim2011.pdf,10.1057/EJIS.2011.7,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Investigating the reliability of second-order formative measurement in information systems research,20,5,"Shin, Bongsik and Kim, Gimun",2011,
0000000421,article,data/pdfs/2_4/Rands_A Framework For Managing.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A framework for managing software make or buy,2,4,"Rands, T.",,
0000000422,article,data/pdfs/14_5/Resca2005.pdf,10.1057/PALGRAVE.EJIS.3000566,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Imagining Claudio Ciborra's next research agenda,14,5,"Resca, Andrea",,Contents
0000000423,article,data/pdfs/3_1/Kendall_Metaphors And Their Me.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Metaphors and their meaning for information systems development,3,1,"Kendall, J. E and Kendall, K. E",,
0000000424,article,data/pdfs/5_4/Cavaye1996_Understanding Is Im.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding IS implementation by estimating power of subunits,5,4,"Cavaye, Alm and Christiansen, John K",,
0000000425,article,data/pdfs/22_6/AltschullerBenbunanFich2013.pdf,10.1057/EJIS.2012.39,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The pursuit of trust in ad hoc virtual teams: how much electronic portrayal is too much?,22,6,"Altschuller, Shoshana and Benbunan-Fich, Raquel",2012,
0000000426,article,data/pdfs/1_6/Avison_Towards An Ssm Toolkit .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Towards an SSM toolkit: rich picture diagramming,1,6,"Avison, D. E and Golder, P. A and Shah, H. U",,
0000000427,article,data/pdfs/14_5/Verjans2005.pdf,10.1057/PALGRAVE.EJIS.3000559,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Bricolage as a way of life -improvisation and irony in information systems,14,5,"Verjans, Steven",,
0000000428,article,data/pdfs/8_2/Forgionne1999_An Ahp Model Of .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An AHP model of DSS effectiveness,8,2,"Forgionne, G. A",,
0000000429,article,data/pdfs/20_3/vandenHooffdeWinter2011.pdf,10.1057/EJIS.2011.4,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Us and them: a social capital perspective on the relationship between the business and IT departments,20,3,"Van Den Hooff, Bart and De Winter, Maarten",2011,
0000000430,article,data/pdfs/25_5/CameronWebsterBarkiEtAl2016.pdf,10.1057/EJIS.2016.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Four common multicommunicating misconceptions,25,5,"Cameron, Ann-Frances and Webster, Jane and Barki, Henri and Ortiz De Guinea, Ana",2016,
0000000431,article,data/pdfs/17_4/Baskerville2008d.pdf,10.1057/EJIS.2008.36,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Research quality, project failure, and privacy threats: spitting, yelling, and cussing",17,4,"Baskerville, Richard and Robinson, J. Mack",,
0000000432,article,data/pdfs/25_5/LangeMendlingRecker2016.pdf,10.1057/EJIS.2014.39,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An empirical analysis of the factors and measures of Enterprise Architecture Management success,25,5,"Lange, Matthias and Mendling, Jan and Recker, Jan",2015,
0000000433,article,data/pdfs/16_5/SofferHadar2007.pdf,10.1057/PALGRAVE.EJIS.3000683,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Applying ontology-based rules to conceptual modeling: a reflection on modeling decision making,16,5,"Soffer, Pnina and Hadar, Irit",,
0000000434,article,data/pdfs/31_1/Crowdwork digital liminality and the enactment of culturally recognised alternatives to Western precarity beyond epistemological terra nullius.pdf,10.1080/0960085X.2021.1981779,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Crowdwork, digital liminality and the enactment of culturally recognised alternatives to Western precarity: beyond epistemological terra nullius",31,1,"Elbanna, Amany and Idowu, Ayomikun and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",,
0000000435,article,data/pdfs/25_6/NuijtenKeilCommandeur2016.pdf,10.1057/EJIS.2016.6,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Collaborative partner or opponent: How the messenger influences the deaf effect in IT projects,25,6,"Nuijten, Arno and Keil, Mark and Commandeur, Harry and Conboy, Kieran",,
0000000436,article,data/pdfs/19_4/vanLiereVervestKonsynskiEtAl2010.pdf,10.1057/EJIS.2010.29,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Theme of the Special Issue -IS in interorganizational networks,19,4,"Van Liere, Diederik W and Vervest, Peter H M and Konsynski, Benn and Holland, Chris",,
0000000437,article,data/pdfs/23_2/MiltgenPeyratGuillard2014.pdf,10.1057/EJIS.2013.17,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Cultural and generational influences on privacy concerns: a qualitative study in seven European countries,23,2,"Miltgen, Caroline Lancelot and Peyrat-Guillard, Dominique",2013,
0000000438,article,data/pdfs/28_4/McKinneyJrYoosII2019.pdf,10.1080/0960085X.2019.1581441,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information as a difference: toward a subjective theory of information,28,4,"Mckinney, Earl H and Yoos, Charles J and Frantz, Rowe",,
0000000439,article,data/pdfs/11_1/Work2002.pdf,10.1057/PALGRAVE/EJIS/3000410,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Patterns of software quality management in TickIT certified firms,11,1,"Work, B.",,
0000000440,article,data/pdfs/4_2/Sillince1995_Operational Envir.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Operational, environmental and managerial factors in non-alignment of business strategies and IS strategies for the Police Service in England and Wales",4,2,"Sillince, Jaa and Frost, Ceb",,
0000000441,article,data/pdfs/15_6/DohertyCoombsLoanClarke2006.pdf,10.1057/PALGRAVE.EJIS.3000653,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A re-conceptualization of the interpretive flexibility of information technologies: redressing the balance between the social and the technical,15,6,"Doherty, Neil F and Coombs, Crispin R and Loan-Clarke, John",,
0000000442,article,data/pdfs/18_5/MourmantGallivanKalika2009.pdf,10.1057/EJIS.2009.37,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Another road to IT turnover: the entrepreneurial path,18,5,"¨tan Mourmant, Gae and Gallivan, Michael J and Kalika, Michel and Crepa",,
0000000443,article,data/pdfs/30_4/BalaHossainBhagwatwarEtAl2021.pdf,10.1080/0960085X.2020.1803775,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Ownership and governance, scope, and empowerment: how does context affect enterprise systems implementation in organisations in the Arab World?",30,4,"Bala, Hillol and Hossain, Mohammad Mobashar and Bhagwatwar, Akshay and Feng, Xuan and Rowe, Frantz and Meissonier, Régis",,
0000000444,article,data/pdfs/4_3/Winter1995_A Role For Soft Sys.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A role for soft systems methodology in information systems development,4,3,"Winter, M. C and Brown, D. H and Checkland, P. B",,
0000000445,article,data/pdfs/27_1/KepesThomas2018.pdf,10.1080/0960085X.2017.1390188,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Assessing the robustness of meta-analytic results in information systems: publication bias and outliers,27,1,"Kepes, Sven and Thomas, Manoj A",,
0000000446,article,data/pdfs/31_1/Advancing the Development of Contextually Relevant ICT4D Theories From Explanation to Design.pdf,10.1080/0960085X.2022.1994119,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Advancing the Development of Contextually Relevant ICT4D Theories -From Explanation to Design,31,1,,,
0000000447,article,data/pdfs/13_3/Alter2004.pdf,10.1057/PALGRAVE.EJIS.3000499,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Possibilities for cross-fertilization between interpretive approaches and other methods for analyzing information systems,13,3,"Alter, Steven",,
0000000448,article,data/pdfs/29_5/AdamWernerWendtEtAl2020.pdf,10.1080/0960085X.2020.1814681,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Containing COVID-19 through physical distancing: the impact of real-time crowding information,29,5,"Adam, Martin and Werner, Dominick and Wendt, Charlotte and Benlian, Alexander and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000000449,article,data/pdfs/8_4/Tan1999_Effects Of Facilitatio.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Effects of facilitation and leadership on meeting outcomes in a group support system environment,8,4,"Tan, Bcy and Wei, Kwok-Kee and Lee-Partridge, J-E",,
0000000450,article,data/pdfs/23_6/Hassan2014.pdf,10.1057/EJIS.2013.29,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Paradigm lost … paradigm gained: a hermeneutical rejoinder to Banville and Landry's 'Can the Field of MIS be Disciplined?',23,6,"Hassan, Nik R",2013,
0000000451,article,data/pdfs/27_4/ZhengXuHaoEtAl2018.pdf,10.1057/S41303-017-0061-2,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Reversed loss aversion in crowdsourcing contest,27,4,"Zheng, Haichao and Xu, Bo and Hao, Linna and Lin, Zhangxi",,
0000000452,article,data/pdfs/17_3/NewkirkLedererJohnson2008.pdf,10.1057/EJIS.2008.16,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Rapid business and IT change: drivers for strategic information systems planning?,17,3,"Newkirk, Henry E and Lederer, Albert L and Johnson, Alice M and Gatton, C. M",2008,
0000000453,article,data/pdfs/24_4/Teeni2015a.pdf,10.1057/EJIS.2015.8,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Current issue and future submissions, contextualized",24,4,"Te'eni, Dov",,
0000000454,article,data/pdfs/24_5/MaierLaumerEckhardtEtAl2015.pdf,10.1057/EJIS.2014.3,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Giving too much social support: social overload on social networking sites,24,5,"Maier, Christian and Laumer, Sven and Eckhardt, Andreas and Weitzel, Tim",2014,
0000000455,article,data/pdfs/25_3/ScottDeLoneGolden2016.pdf,10.1057/EJIS.2015.11,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Measuring eGovernment success: a public value approach,25,3,"Scott, Murray and Delone, William and Golden, William and Cairnes, J. E",2015,
0000000456,article,data/pdfs/9_2/Poon2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Business environment and internet commerce benefit-a small business perspective,9,2,"Poon, S.",,
0000000457,article,data/pdfs/10_4/Stefanou2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A framework for the ex-ante evaluation of ERP software,10,4,"Stefanou, C. J",,
0000000458,article,data/pdfs/29_5/HackerBrockeHandaliEtAl2020.pdf,10.1080/0960085X.2020.1814680,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Virtually in this together -how web-conferencing systems enabled a new virtual togetherness during the COVID-19 crisis,29,5,"Hacker, Janine and Vom Brocke, Jan and Handali, Joshua and Otto, Markus and Schneider, Johannes and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",,
0000000459,article,data/pdfs/10_2/RandallHughesOBrienEtAl2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,'Memories are made of this': explicating organisational knowledge and memory,10,2,"Randall, D. and Hughes, J. and O'brien, J. and Rouncefield, M. and Tolmie, P.",,
0000000460,article,data/pdfs/16_3/Po-2007_Explaining Employees' .pdf,10.1057/PALGRAVE.EJIS.3000663,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Explaining employees' Extended Use of complex information systems,16,3,"Po-An Hsieh, J. J and Wang, Wei and Po, J. J and Hsieh, An",,
0000000461,article,data/pdfs/16_6/Paul2007d.pdf,10.1057/PALGRAVE.EJIS.3000722,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Time for a change,16,6,"Paul, Ray J",,
0000000462,article,data/pdfs/2_3/Mcchesney_Post-Implementation .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Post-implementation management of CASE methodology,2,3,"Mcchesney, I. R and Glass, D.",,
0000000463,article,data/pdfs/22_1/MatavireBrown2013.pdf,10.1057/EJIS.2011.35,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Profiling grounded theory approaches in information systems research w,22,1,"Matavire, Rangarirai and Brown, Irwin",2011,
0000000464,article,data/pdfs/14_5/Boland2005.pdf,10.1057/PALGRAVE.EJIS.3000581,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Fake!,14,5,"Boland, Richard J",,
0000000465,article,data/pdfs/17_4/_System Development Activities.pdf,10.1057/EJIS.2008.23,lfoppiano/grobid:0.8.1,European Journal of Information Systems,System development activities and inquiring systems: an integrating framework,17,4,"Carugati, Andrea",,Correction
0000000466,article,data/pdfs/2_1/Kunnathur_Isdn Awareness Impli.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,ISDN awareness: implications for the management of telecommunication technology,2,1,"Kunnathur, A. S and Raghunathan, T. S",,
0000000467,article,data/pdfs/17_6/WhitleyHosein2008.pdf,10.1057/EJIS.2008.53,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Doing the politics of technological decision making: due process and the debate about identity cards in the U.K,17,6,"Whitley, Edgar A and Hosein, Ian R",,
0000000468,article,data/pdfs/12_4/WinterSaundersHart2003.pdf,10.1057/PALGRAVE,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Electronic window dressing: impression management with Websites,12,4,"Winter, Susan J and Saunders, Carol and Hart, Paul and Charlotte, Carolina",,
0000000469,article,data/pdfs/15_3/ScheepersScheepersNgwenyama2006.pdf,10.1057/PALGRAVE.EJIS.3000615,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Contextual influences on user satisfaction with mobile computing: findings from two healthcare organizations,15,3,"Scheepers, Rens and Scheepers, Helana and Ngwenyama, Ojelanki K",,
0000000470,article,data/pdfs/1_5/Warman_Organizational Computer.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Organizational computer security policy: the reality,1,5,"Warman, A. R",,
0000000471,article,data/pdfs/12_3/Crabtree2003.pdf,10.1057/PALGRAVE,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Designing Collaborative Systems. A Practical Guide to Ethnography,12,3,"Crabtree, A. and Berlin, Springer-Verlag ;",,Book review
0000000472,article,data/pdfs/5_2/Reimers1996_The Non-Market Pre.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The non-market preconditions of electronic markets: implications for their evolution and applicability,5,2,"Reimers, K.",,
0000000473,article,data/pdfs/12_2/Pagano2003.pdf,10.1057/PALGRAVE.EJIS.3000452,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Knowledge and Business Process Management,12,2,"Pagano, Rosane",,Book review
