ID,orig_ID,orig_source,language,abstract,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,fulltext,cited_by,url,dblp_key,grobid-version,file,note
D_000138,000138,dblp,,,,2,4,1989,The Systems Implications of Fourth Generation Languages,Journal of Information Technology,"Crinnion, John",10.1057/JIT.1989.9,article,,,,https://dblp.org/rec/journals/jitech/Crinnion89,,,
D_000139,000139,dblp,,,,3,4,1989,Increase Profits with Strategic Information Systems,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1989.25,article,,,,https://dblp.org/rec/journals/jitech/Leeming89c,,,
D_000140,000140,dblp,,,,3,4,1989,Computers and Informatics in Developing Countries,Journal of Information Technology,"Madon, Shirin",10.1057/JIT.1989.22,article,,,,https://dblp.org/rec/journals/jitech/Madon89,,,
D_000141,000141,dblp,,,,4,4,1989,"Information Storage and Retrieval Systems - Origin, Development and Applications",Journal of Information Technology,"Mitev, Nathalie N.",10.1057/JIT.1989.39,article,,,,https://dblp.org/rec/journals/jitech/Mitev89,,,
D_000142,000142,dblp,,,,4,4,1989,CASE Requirements for Data-Centred Business Applications,Journal of Information Technology,"Tate, Graham and Verner, June M. and Hayward, Richard G.",10.1057/JIT.1989.34,article,,,,https://dblp.org/rec/journals/jitech/TateVH89,,,
D_000143,000143,dblp,,,,4,4,1989,"Conference report - Measuring the Value of IT Investments (25th October 1989, Cavendish Conference Centre, London)",Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.38,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89e,,,
D_000144,000144,dblp,,,,2,4,1989,Why Neural Computing?,Journal of Information Technology,"Aleksander, Igor",10.1057/JIT.1989.13,article,,,,https://dblp.org/rec/journals/jitech/Aleksander89,,,
D_000145,000145,dblp,,,,1,4,1989,Editorial,Journal of Information Technology,"Holloway, Henry",10.1057/JIT.1989.1,article,,,,https://dblp.org/rec/journals/jitech/Holloway89,,,
D_000146,000146,dblp,,,,3,4,1989,Communications and Networks - A handbook for the first time user,Journal of Information Technology,"Holtham, Clive",10.1057/JIT.1989.30,article,,,,https://dblp.org/rec/journals/jitech/Holtham89,,,
D_000147,000147,dblp,,,,2,4,1989,Effective Systems - Overcoming the Obstacles,Journal of Information Technology,"Land, Frank F. and Le Quesne, P. N. and Wijegunaratne, I.",10.1057/JIT.1989.10,article,,,,https://dblp.org/rec/journals/jitech/LandQW89,,,
D_000148,000148,dblp,,,,3,4,1989,An Overview of Intelligent Decision Systems,Journal of Information Technology,"Lee, Daniel T.",10.1057/JIT.1989.17,article,,,,https://dblp.org/rec/journals/jitech/Lee89,,,
D_000149,000149,dblp,,,,4,4,1989,Object-Oriented Application on Data Modelling and Knowledge Representation - A System Integration Approach,Journal of Information Technology,"Lee, Daniel T.",10.1057/JIT.1989.35,article,,,,https://dblp.org/rec/journals/jitech/Lee89a,,,
D_000150,000150,dblp,,,,2,4,1989,Women Into Computing - First National Conference,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1989.14,article,,,,https://dblp.org/rec/journals/jitech/Leeming89,,,
D_000151,000151,dblp,,,,3,4,1989,CASE '89 - A Report by Anne Leeming,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1989.21,article,,,,https://dblp.org/rec/journals/jitech/Leeming89a,,,
D_000152,000152,dblp,,,,3,4,1989,The Good Software Guide,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1989.24,article,,,,https://dblp.org/rec/journals/jitech/Leeming89b,,,
D_000153,000153,dblp,,,,2,4,1989,Editorial,Journal of Information Technology,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1989.8,article,,,,https://dblp.org/rec/journals/jitech/LeemingW89,,,
D_000154,000154,dblp,,,,3,4,1989,Editorial,Journal of Information Technology,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1989.16,article,,,,https://dblp.org/rec/journals/jitech/LeemingW89a,,,
D_000155,000155,dblp,,,,4,4,1989,Editorial,Journal of Information Technology,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1989.32,article,,,,https://dblp.org/rec/journals/jitech/LeemingW89b,,,
D_000156,000156,dblp,,,,4,4,1989,Internal Auditors and the Prevention and Detection of Computer Fraud,Journal of Information Technology,"Marston, Claire and Dixon, Rob and Collier, Paul A.",10.1057/JIT.1989.37,article,,,,https://dblp.org/rec/journals/jitech/MarstonDC89,,,
D_000157,000157,dblp,,,,3,4,1989,An Empirical Analysis of Spreadsheet Usage - A solution storing up problems?,Journal of Information Technology,"Mason, David",10.1057/JIT.1989.20,article,,,,https://dblp.org/rec/journals/jitech/Mason89,,,
D_000158,000158,dblp,,,,1,4,1989,Managing Data in a Complex Systems Environment,Journal of Information Technology,"Moreton, Robert",10.1057/JIT.1989.6,article,,,,https://dblp.org/rec/journals/jitech/Moreton89,,,
D_000159,000159,dblp,,,,3,4,1989,The On-Line Consultant,Journal of Information Technology,"Sargent, Goff",10.1057/JIT.1989.31,article,,,,https://dblp.org/rec/journals/jitech/Sargent89,,,
D_000160,000160,dblp,,,,1,4,1989,"Integral, Implicitly Intelligent Systems",Journal of Information Technology,"Spigel, Ivo",10.1057/JIT.1989.5,article,,,,https://dblp.org/rec/journals/jitech/Spigel89,,,
D_000161,000161,dblp,,,,3,4,1989,Commonsense Computer Security,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.26,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89a,,,
D_000162,000162,dblp,,,,3,4,1989,Intelligent Robotics,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.27,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89b,,,
D_000163,000163,dblp,,,,3,4,1989,Managing the Software Process,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.28,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89c,,,
D_000164,000164,dblp,,,,3,4,1989,Taming Your Company Computer,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.29,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89d,,,
D_000165,000165,dblp,,,,4,4,1989,XSEL's Progress - The Continuing Journey of an Expert System,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1989.40,article,,,,https://dblp.org/rec/journals/jitech/Willcocks89f,,,
D_000166,000166,dblp,,,,2,4,1989,IT Systems Implementation - Research Findings from the Public Sector,Journal of Information Technology,"Willcocks, Leslie P. and Mark, Annabelle L.",10.1057/JIT.1989.11,article,,,,https://dblp.org/rec/journals/jitech/WillcocksM89,,,
D_000167,000167,dblp,,,,2,4,1989,New Techology and Industrial Relations,Journal of Information Technology,,10.1057/JIT.1989.15,article,,,,https://dblp.org/rec/journals/jitech/X89,,,
D_000168,000168,dblp,,,,3,9,1994,Coping with information technology? How British executives perceive the key information systems management issues in the mid-1990s,Journal of Information Technology,"Galliers, Robert D. and Merali, Yasmin and Spearing, Laura",10.1057/JIT.1994.22,article,,,,https://dblp.org/rec/journals/jitech/GalliersMS94,,,
D_000169,000169,dblp,,,,3,5,1990,Information systems forensics,Journal of Information Technology,"Collier, Paul A. and Spaul, Barry J.",10.1057/JIT.1990.31,article,,,,https://dblp.org/rec/journals/jitech/CollierS90,,,
D_000170,000170,dblp,,,,1,5,1990,"Information technology - the catalyst for change, CBI 1990",Journal of Information Technology,"Harris, Martin",10.1057/JIT.1990.12,article,,,,https://dblp.org/rec/journals/jitech/Harris90b,,,
D_000171,000171,dblp,,,,1,5,1990,Information Economics - linking business performance to information technology,Journal of Information Technology,"Lester, Stephanie",10.1057/JIT.1990.13,article,,,,https://dblp.org/rec/journals/jitech/Lester90,,,
D_000172,000172,dblp,,,,4,5,1990,Managing IS benefits for the 1990s,Journal of Information Technology,"Silk, David J.",10.1057/JIT.1990.42,article,,,,https://dblp.org/rec/journals/jitech/Silk90,,,
D_000173,000173,dblp,,,,3,5,1990,Audit Commission Management Papers Number 7. Preparing an Information Technology Strategy - Making IT Happen,Journal of Information Technology,"Griffiths, Catherine",10.1057/JIT.1990.39,article,,,,https://dblp.org/rec/journals/jitech/Griffiths90,,,
D_000174,000174,dblp,,,,1,5,1990,Excellence and the IT factor - information technology inside excellent companies in Britain,Journal of Information Technology,"Holt, Edward",10.1057/JIT.1990.8,article,,,,https://dblp.org/rec/journals/jitech/Holt90,,,
D_000175,000175,dblp,,,,3,5,1990,Soft information systems,Journal of Information Technology,"Jackson, Ivan F. and Hosking, David",10.1057/JIT.1990.32,article,,,,https://dblp.org/rec/journals/jitech/JacksonH90,,,
D_000176,000176,dblp,,,,1,5,1990,Policy for the Journal of Information Technology,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1990.2,article,,,,https://dblp.org/rec/journals/jitech/Leeming90,,,
D_000177,000177,dblp,,,,1,5,1990,Selfconscious or unselfconscious software design?,Journal of Information Technology,"Loomes, Martin J.",10.1057/JIT.1990.6,article,,,,https://dblp.org/rec/journals/jitech/Loomes90,,,
D_000178,000178,dblp,,,,4,5,1990,'Hybrids' - a critical force in the application of information technology in the nineties,Journal of Information Technology,"Palmer, Colin",10.1057/JIT.1990.47,article,,,,https://dblp.org/rec/journals/jitech/Palmer90,,,
D_000179,000179,dblp,,,,3,5,1990,Themes and issues in an information polity,Journal of Information Technology,"Taylor, John A. and Williams, Howard",10.1057/JIT.1990.33,article,,,,https://dblp.org/rec/journals/jitech/TaylorW90,,,
D_000180,000180,dblp,,,,4,5,1990,A portfolio approach to evaluating information systems investments and setting priorities,Journal of Information Technology,"Ward, John M.",10.1057/JIT.1990.46,article,,,,https://dblp.org/rec/journals/jitech/Ward90,,,
D_000181,000181,dblp,,,,3,5,1990,Systems thinking about information systems and strategies,Journal of Information Technology,"Angell, Ian O.",10.1057/JIT.1990.35,article,,,,https://dblp.org/rec/journals/jitech/Angell90,,,
D_000182,000182,dblp,,,,2,5,1990,Organizational principles of systems decentralization,Journal of Information Technology,"Bacon, C. James",10.1057/JIT.1990.17,article,,,,https://dblp.org/rec/journals/jitech/Bacon90,,,
D_000183,000183,dblp,,,,1,5,1990,Software product design - an organizing concept for software engineering education,Journal of Information Technology,"Bray, Ian and Jones, Orville and Webster, Stephen",10.1057/JIT.1990.7,article,,,,https://dblp.org/rec/journals/jitech/BrayJW90,,,
D_000184,000184,dblp,,,,1,5,1990,The odd couple - Formal Notations and the development of information systems,Journal of Information Technology,"Britton, Carol and Omer, Karry",10.1057/JIT.1990.5,article,,,,https://dblp.org/rec/journals/jitech/BrittonO90,,,
D_000185,000185,dblp,,,,1,5,1990,Achieving flexible information systems - the case for improved analysis,Journal of Information Technology,"Fitzgerald, Guy",10.1057/JIT.1990.3,article,,,,https://dblp.org/rec/journals/jitech/Fitzgerald90,,,
D_000186,000186,dblp,,,,1,5,1990,The formulation and implementation of strategic information systems - case studies,Journal of Information Technology,"Harris, Martin",10.1057/JIT.1990.11,article,,,,https://dblp.org/rec/journals/jitech/Harris90a,,,
D_000187,000187,dblp,,,,3,5,1990,The Spatial Context of Technological Development,Journal of Information Technology,"Harris, Martin",10.1057/JIT.1990.37,article,,,,https://dblp.org/rec/journals/jitech/Harris90d,,,
D_000188,000188,dblp,,,,3,5,1990,Mapping and Measuring the Information Economy,Journal of Information Technology,"Harris, Martin",10.1057/JIT.1990.38,article,,,,https://dblp.org/rec/journals/jitech/Harris90e,,,
D_000189,000189,dblp,,,,2,5,1990,Computing technologies - new directions and new applications,Journal of Information Technology,"Holtham, Clive",10.1057/JIT.1990.25,article,,,,https://dblp.org/rec/journals/jitech/Holtham90,,,
D_000190,000190,dblp,,,,2,5,1990,Optical storage for computers - technology and applications,Journal of Information Technology,"Holtham, Clive",10.1057/JIT.1990.28,article,,,,https://dblp.org/rec/journals/jitech/Holtham90a,,,
D_000191,000191,dblp,,,,2,5,1990,Challenge of the 90s - harmonizing business and technology for commercial advantage,Journal of Information Technology,"Hunt, Garry E.",10.1057/JIT.1990.20,article,,,,https://dblp.org/rec/journals/jitech/Hunt90,,,
D_000192,000192,dblp,,,,2,5,1990,The design of a knowledge communication shell,Journal of Information Technology,"James, E. B. and Lister, R. P. and Edeleanu, C.",10.1057/JIT.1990.18,article,,,,https://dblp.org/rec/journals/jitech/JamesLE90,,,
D_000193,000193,dblp,,,,2,5,1990,"Local area network operations - a security, control and audit perspective",Journal of Information Technology,"Jamieson, Rodger and Low, Graham",10.1057/JIT.1990.15,article,,,,https://dblp.org/rec/journals/jitech/JamiesonL90,,,
D_000194,000194,dblp,,,,2,5,1990,Information systems successes and failures - research findings from the compounding industry,Journal of Information Technology,"Kaye, G. Roland",10.1057/JIT.1990.16,article,,,,https://dblp.org/rec/journals/jitech/Kaye90,,,
D_000195,000195,dblp,,,,4,5,1990,People and technology - how to make your IT investment work for you,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1990.48,article,,,,https://dblp.org/rec/journals/jitech/Leeming90b,,,
D_000196,000196,dblp,,,,4,5,1990,Maintaining information systems in organizations,Journal of Information Technology,"Lester, Stephanie",10.1057/JIT.1990.49,article,,,,https://dblp.org/rec/journals/jitech/Lester90a,,,
D_000197,000197,dblp,,,,3,5,1990,Teaching information systems to the visually handicapped - a case history,Journal of Information Technology,"Roberts, Andrew and Gough, Tom G.",10.1057/JIT.1990.34,article,,,,https://dblp.org/rec/journals/jitech/RobertsG90,,,
D_000198,000198,dblp,,,,3,5,1990,The case study - a useful research method for information management,Journal of Information Technology,"Smith, Craig",10.1057/JIT.1990.30,article,,,,https://dblp.org/rec/journals/jitech/Smith90,,,
D_000199,000199,dblp,,,,3,5,1990,Beating the System,Journal of Information Technology,"Smith, Jim",10.1057/JIT.1990.40,article,,,,https://dblp.org/rec/journals/jitech/Smith90a,,,
D_000200,000200,dblp,,,,4,5,1990,Evaluation of information systems - IS development in the Processing Company,Journal of Information Technology,"Symons, Veronica",10.1057/JIT.1990.43,article,,,,https://dblp.org/rec/journals/jitech/Symons90,,,
D_000201,000201,dblp,,,,1,5,1990,Software sizing and costing models - a survey of empirical validation and comparison studies,Journal of Information Technology,"Tate, Graham and Verner, June M.",10.1057/JIT.1990.4,article,,,,https://dblp.org/rec/journals/jitech/TateV90,,,
D_000202,000202,dblp,,,,1,5,1990,Fifth international COCOMO users' group meeting,Journal of Information Technology,"Verner, June M.",10.1057/JIT.1990.10,article,,,,https://dblp.org/rec/journals/jitech/Verner90,,,
D_000203,000203,dblp,,,,2,5,1990,Innovation in Technology and Organization,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1990.22,article,,,,https://dblp.org/rec/journals/jitech/Willcocks90a,,,
D_000204,000204,dblp,,,,1,8,1993,Management challenges for survival in the 1990s,Journal of Information Technology,"Hunt, Garry E.",10.1057/JIT.1993.6,article,,,,https://dblp.org/rec/journals/jitech/Hunt93,,,
D_000205,000205,dblp,,,,3-4,6,1991,Introduction - human resource and organizational issues in the 1990s,Journal of Information Technology,"Willcocks, Leslie P.",10.1057/JIT.1991.27,article,,,,https://dblp.org/rec/journals/jitech/Willcocks91c,,,
D_000206,000206,dblp,,,,1,5,1990,Developing a business-led IT strategy,Journal of Information Technology,"Harris, Martin",10.1057/JIT.1990.9,article,,,,https://dblp.org/rec/journals/jitech/Harris90,,,
D_000207,000207,dblp,,,,2,5,1990,The industrialization of intelligence - mind and machine in the modern Age,Journal of Information Technology,"Harris, Martin",10.1057/JIT.1990.23,article,,,,https://dblp.org/rec/journals/jitech/Harris90c,,,
D_000208,000208,dblp,,,,4,5,1990,Evaluating IT investments - matching techniques to projects,Journal of Information Technology,"Hochstrasser, Beat",10.1057/JIT.1990.45,article,,,,https://dblp.org/rec/journals/jitech/Hochstrasser90,,,
D_000209,000209,dblp,,,,3,5,1990,Creating a business-oriented IT department,Journal of Information Technology,"Leeming, Anne",10.1057/JIT.1990.36,article,,,,https://dblp.org/rec/journals/jitech/Leeming90a,,,
D_000210,000210,dblp,,,,1,5,1990,Editorial,Journal of Information Technology,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1990.1,article,,,,https://dblp.org/rec/journals/jitech/LeemingW90,,,
D_000211,000211,dblp,,,,2,5,1990,Editorial,Journal of Information Technology,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1990.14,article,,,,https://dblp.org/rec/journals/jitech/LeemingW90a,,,
D_000212,000212,dblp,,,,3,5,1990,Editorial,Journal of Information Technology,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1990.29,article,,,,https://dblp.org/rec/journals/jitech/LeemingW90b,,,
