ID,ENTRYTYPE,doi,author,journal,title,year,volume,number,pages,url,abstract,language,dblp_key
000450,article,,"Goel, Sanjay and Williams, Kevin J. and Dincelli, Ersin",Journal of the Association for Information Systems,Got Phished? Internet Security and Human Vulnerability,2017,18,1,,http://aisel.aisnet.org/jais/vol18/iss1/2,,,https://dblp.org/rec/journals/jais/GoelWD17
000451,article,,"Kordzadeh, Nima and Warren, John",Journal of the Association for Information Systems,Communicating Personal Health Information in Virtual Health Communities - An Integration of Privacy Calculus Model and Affective Commitment,2017,18,1,,http://aisel.aisnet.org/jais/vol18/iss1/1,,,https://dblp.org/rec/journals/jais/KordzadehW17
000452,article,,"Molnar, Wolfgang A. and Nandhakumar, Joe and Stacey, Patrick",Journal of the Association for Information Systems,A Paradox of Progressive Saturation - The Changing Nature of Improvisation over Time in a Systems Development Project,2017,18,11,,http://aisel.aisnet.org/jais/vol18/iss11/1,,,https://dblp.org/rec/journals/jais/MolnarNS17
000453,article,,"Salehan, Mohammad and Kim, Dan Jong and Kim, Changsu",Journal of the Association for Information Systems,Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,18,2,,http://aisel.aisnet.org/jais/vol18/iss2/1,,,https://dblp.org/rec/journals/jais/SalehanKK17
000454,article,,"Arazy, Ofer and Kopak, Rick and Hadar, Irit",Journal of the Association for Information Systems,Heuristic Principles and Differential Judgments in the Assessment of Information Quality,2017,18,5,,http://aisel.aisnet.org/jais/vol18/iss5/1,,,https://dblp.org/rec/journals/jais/ArazyKH17
000455,article,,"Bernardi, Roberta and Constantinides, Panos and Nandhakumar, Joe",Journal of the Association for Information Systems,Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,2017,18,2,,http://aisel.aisnet.org/jais/vol18/iss2/3,,,https://dblp.org/rec/journals/jais/BernardiCN17
000456,article,,"Cheung, Muller Y. M. and Hong, Weiyin and Thong, James Y. L.",Journal of the Association for Information Systems,Effects of Animation on Attentional Resources of Online Consumers,2017,18,8,,http://aisel.aisnet.org/jais/vol18/iss8/1,,,https://dblp.org/rec/journals/jais/CheungHT17
000457,article,,"Dobson, John and Nicholson, Brian",Journal of the Association for Information Systems,Exploring the Dialectics Underlying Institutionalization of IT Artifacts,2017,18,12,,http://aisel.aisnet.org/jais/vol18/iss12/4,,,https://dblp.org/rec/journals/jais/DobsonN17
000458,article,,"Fehrenbacher, Dennis D.",Journal of the Association for Information Systems,Affect Infusion and Detection through Faces in Computer-mediated Knowledge-sharing Decisions,2017,18,10,,http://aisel.aisnet.org/jais/vol18/iss10/2,,,https://dblp.org/rec/journals/jais/Fehrenbacher17
000459,article,,"Hariharan, Anuja and Adam, Marc T. P. and Dorner, Verena and Lux, Ewa and Müller, Marius B. and Pfeiffer, Jella and Weinhardt, Christof",Journal of the Association for Information Systems,Brownie - A Platform for Conducting NeuroIS Experiments,2017,18,4,,http://aisel.aisnet.org/jais/vol18/iss4/3,,,https://dblp.org/rec/journals/jais/HariharanADLMPW17
000460,article,,"Khan, Sarah S. and Zhao, Kexin and Kumar, Ram L. and Stylianou, Antonis C.",Journal of the Association for Information Systems,Examining Real Options Exercise Decisions in Information Technology Investments,2017,18,5,,http://aisel.aisnet.org/jais/vol18/iss5/2,,,https://dblp.org/rec/journals/jais/KhanZKS17
000461,article,,"Kulkarni, Uday R. and Robles-Flores, Jose Antonio and Popovic, Ales",Journal of the Association for Information Systems,Business Intelligence Capability - The Effect of Top Management and the Mediating Roles of User Participation and Analytical Decision Making Orientation,2017,18,7,,http://aisel.aisnet.org/jais/vol18/iss7/1,,,https://dblp.org/rec/journals/jais/KulkarniRP17
000462,article,,"Liang, Huigang and Xue, Yajiong and Zhang, Zhiruo",Journal of the Association for Information Systems,Understanding Online Health Information Use - The Case of People with Physical Disabilities,2017,18,6,,http://aisel.aisnet.org/jais/vol18/iss6/2,,,https://dblp.org/rec/journals/jais/LiangXZ17
000463,article,,"Lukyanenko, Roman and Parsons, Jeffrey and Wiersma, Yolanda F. and Wachinger, Gisela and Huber, Benjamin and Meldt, Robert",Journal of the Association for Information Systems,Representing Crowd Knowledge - Guidelines for Conceptual Modeling of User-generated Content,2017,18,4,,http://aisel.aisnet.org/jais/vol18/iss4/2,,,https://dblp.org/rec/journals/jais/LukyanenkoPWWHM17
000464,article,,"Nishant, Rohit and Teo, Thompson S. H. and Goh, Mark",Journal of the Association for Information Systems,Do Shareholders Value Green Information Technology Announcements?,2017,18,8,,http://aisel.aisnet.org/jais/vol18/iss8/3,,,https://dblp.org/rec/journals/jais/NishantTG17
000465,article,,"Saunders, Carol and Brown, Sue and Bygstad, Bendik and Dennis, Alan R. and Ferran, Carlos and Galletta, Dennis F. and Liang, Ting-Peng and Lowry, Paul Benjamin and Recker, Jan and Sarker, Suprateek",Journal of the Association for Information Systems,"Goals, Values, and Expectations of the AIS Family of Journals",2017,18,9,,http://aisel.aisnet.org/jais/vol18/iss9/2,,,https://dblp.org/rec/journals/jais/SaundersBBDFGLL17
000466,article,,"Warkentin, Merrill and Goel, Sanjay and Menard, Philip",Journal of the Association for Information Systems,Shared Benefits and Information Privacy - What Determines Smart Meter Technology Adoption?,2017,18,11,,http://aisel.aisnet.org/jais/vol18/iss11/3,,,https://dblp.org/rec/journals/jais/WarkentinGM17
000467,article,,"Wu, Yi and Choi, Ben and Guo, Xitong and Chang, Klarissa Ting-Ting",Journal of the Association for Information Systems,Understanding User Adaptation toward a New IT System in Organizations - A Social Network Perspective,2017,18,11,,http://aisel.aisnet.org/jais/vol18/iss11/2,,,https://dblp.org/rec/journals/jais/WuCGC17
000468,article,,"Chatla, Suneel and Shmueli, Galit",Journal of the Association for Information Systems,An Extensive Examination of Regression Models with a Binary Outcome Variable,2017,18,4,,http://aisel.aisnet.org/jais/vol18/iss4/1,,,https://dblp.org/rec/journals/jais/ChatlaS17
000469,article,,"Crossler, Robert E. and Posey, Clay",Journal of the Association for Information Systems,Robbing Peter to Pay Paul - Surrendering Privacy for Security's Sake in an Identity Ecosystem,2017,18,7,,http://aisel.aisnet.org/jais/vol18/iss7/2,,,https://dblp.org/rec/journals/jais/CrosslerP17
000470,article,,"Gefen, David and Larsen, Kai R.",Journal of the Association for Information Systems,Controlling for Lexical Closeness in Survey Research - A Demonstration on the Technology Acceptance Model,2017,18,10,,http://aisel.aisnet.org/jais/vol18/iss10/1,,,https://dblp.org/rec/journals/jais/GefenL17
000471,article,,"Holeman, Isaac and Barrett, Michael",Journal of the Association for Information Systems,Insights from an ICT4D Initiative in Kenya's Immunization Program - Designing for the Emergence of Sociomaterial Practices,2017,18,12,,http://aisel.aisnet.org/jais/vol18/iss12/2,,,https://dblp.org/rec/journals/jais/HolemanB17
000472,article,,"Kelly, Séamas and Noonan, Camilla",Journal of the Association for Information Systems,The Doing of Datafication (And What this Doing Does) - Practices of Edification and the Enactment of New Forms of Sociality in the Indian Public Health Service,2017,18,12,,http://aisel.aisnet.org/jais/vol18/iss12/3,,,https://dblp.org/rec/journals/jais/KellyN17
000473,article,,"Van Looy, Amy and Poels, Geert and Snoeck, Monique",Journal of the Association for Information Systems,Evaluating Business Process Maturity Models,2017,18,6,,http://aisel.aisnet.org/jais/vol18/iss6/1,,,https://dblp.org/rec/journals/jais/LooyPS17
000474,article,,"Machado, Fernando S. and Raghu, T. S. and Sainam, Preethika and Sinha, Rajiv K.",Journal of the Association for Information Systems,Software Piracy in the Presence of Open Source Alternatives,2017,18,1,,http://aisel.aisnet.org/jais/vol18/iss1/3,,,https://dblp.org/rec/journals/jais/MachadoRSS17
000475,article,,"Müller, Sune Dueholm and Mathiassen, Lars and Saunders, Carol and Kræmmergaard, Pernille",Journal of the Association for Information Systems,Political Maneuvering During Business Process Transformation - A Pluralist Approach,2017,18,3,,http://aisel.aisnet.org/jais/vol18/iss3/3,,,https://dblp.org/rec/journals/jais/MullerMSK17
000476,article,,"Park, YoungKi and Sawy, Omar A. El and Fiss, Peer C.",Journal of the Association for Information Systems,The Role of Business Intelligence and Communication Technologies in Organizational Agility - A Configurational Approach,2017,18,9,,http://aisel.aisnet.org/jais/vol18/iss9/1,,,https://dblp.org/rec/journals/jais/ParkSF17
000477,article,,"Sahay, Sundeep and Sein, Maung K. and Urquhart, Cathy",Journal of the Association for Information Systems,"Flipping the Context - ICT4D, the Next Grand Challenge for IS Research and Practice",2017,18,12,,http://aisel.aisnet.org/jais/vol18/iss12/5,,,https://dblp.org/rec/journals/jais/SahaySU17
000478,article,,"Seo, Dongback",Journal of the Association for Information Systems,Digital Business Convergence and Emerging Contested Fields - A Conceptual Framework,2017,18,10,,http://aisel.aisnet.org/jais/vol18/iss10/3,,,https://dblp.org/rec/journals/jais/Seo17
000479,article,,"Xu, David and Abdinnour, Sue and Chaparro, Barbara S.",Journal of the Association for Information Systems,An Integrated Temporal Model of Belief and Attitude Change - An Empirical Test With the iPad,2017,18,2,,http://aisel.aisnet.org/jais/vol18/iss2/2,,,https://dblp.org/rec/journals/jais/XuAC17
000480,article,,"Wainwright, David W. and Oates, Briony J. and Edwards, Helen M. and Childs, Sue",Journal of the Association for Information Systems,Evidence-Based Information Systems - A New Perspective and a Road Map for Research-Informed Practice,2018,19,11,,https://aisel.aisnet.org/jais/vol19/iss11/4,,,https://dblp.org/rec/journals/jais/WainwrightOEC18
000481,article,,"Maass, Wolfgang and Parsons, Jeffrey and Purao, Sandeep and Storey, Veda C. and Woo, Carson",Journal of the Association for Information Systems,Data-Driven Meets Theory-Driven Research in the Era of Big Data - Opportunities and Challenges for Information Systems Research,2018,19,12,,https://aisel.aisnet.org/jais/vol19/iss12/1,,,https://dblp.org/rec/journals/jais/0002PPSW18
000482,article,,"Barlow, Jordan B. and Warkentin, Merrill and Ormond, Dustin and Dennis, Alan R.",Journal of the Association for Information Systems,"Don't Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",2018,19,8,,https://aisel.aisnet.org/jais/vol19/iss8/3,,,https://dblp.org/rec/journals/jais/BarlowWOD18
000483,article,,"Hassan, Nik Rushdi and Mingers, John",Journal of the Association for Information Systems,Reinterpreting the Kuhnian Paradigm in Information Systems,2018,19,7,,https://aisel.aisnet.org/jais/vol19/iss7/6,,,https://dblp.org/rec/journals/jais/HassanM18
000484,article,,"Dadgar, Majid and Joshi, K. D.",Journal of the Association for Information Systems,The Role of Information and Communication Technology in Self-Management of Chronic Diseases - An Empirical Investigation through Value Sensitive Design,2018,19,2,,http://aisel.aisnet.org/jais/vol19/iss2/2,,,https://dblp.org/rec/journals/jais/DadgarJ18
000485,article,,"Ferratt, Thomas W. and Prasad, Jayesh and Dunne, E. James",Journal of the Association for Information Systems,Fast and Slow Processes Underlying Theories of Information Technology Use,2018,19,1,,http://aisel.aisnet.org/jais/vol19/iss1/3,,,https://dblp.org/rec/journals/jais/FerrattPD18
000486,article,,"Hovorka, Dirk and Thatcher, Jason Bennett and Dennis, Alan R. and George, Joey F.",Journal of the Association for Information Systems,Informing Research - Celebrating 50 Years of Ideas and Science at HICSS,2018,19,10,,https://aisel.aisnet.org/jais/vol19/iss10/6,,,https://dblp.org/rec/journals/jais/HovorkaTDG18
000487,article,,"Jiang, James J. and Klein, Gary and Fernández, Walter D.",Journal of the Association for Information Systems,From Project Management to Program Management - An Invitation to Investigate Programs Where IT Plays a Significant Role,2018,19,1,,http://aisel.aisnet.org/jais/vol19/iss1/1,,,https://dblp.org/rec/journals/jais/JiangKF18
000488,article,,"Lin, Tung-Ching and Huang, Shiu-Li and Chiang, Shun-Chi",Journal of the Association for Information Systems,User Resistance to the Implementation of Information Systems - A Psychological Contract Breach Perspective,2018,19,4,,http://aisel.aisnet.org/jais/vol19/iss4/2,,,https://dblp.org/rec/journals/jais/LinHC18
000489,article,,"Siponen, Mikko T. and Baskerville, Richard L.",Journal of the Association for Information Systems,Intervention Effect Rates as a Path to Research Relevance - Information Systems Security Example,2018,19,4,,http://aisel.aisnet.org/jais/vol19/iss4/4,,,https://dblp.org/rec/journals/jais/SiponenB18
000490,article,,"Siponen, Mikko T. and Tsohou, Aggeliki",Journal of the Association for Information Systems,Demystifying the Influential IS Legends of Positivism,2018,19,7,,https://aisel.aisnet.org/jais/vol19/iss7/5,,,https://dblp.org/rec/journals/jais/SiponenT18
000491,article,,"Slavova, Mira and Karanasios, Stan",Journal of the Association for Information Systems,When Institutional Logics Meet Information and Communication Technologies - Examining Hybrid Information Practices in Ghana's Agriculture,2018,19,9,,https://aisel.aisnet.org/jais/vol19/iss9/4,,,https://dblp.org/rec/journals/jais/SlavovaK18
000492,article,,"Tarafdar, Monideepa and Davison, Robert M.",Journal of the Association for Information Systems,Research in Information Systems - Intra-Disciplinary and Inter-Disciplinary Approaches,2018,19,6,,http://aisel.aisnet.org/jais/vol19/iss6/2,,,https://dblp.org/rec/journals/jais/TarafdarD18
000493,article,,"Tarafdar, Monideepa and Tanriverdi, Hüseyin",Journal of the Association for Information Systems,Impact of the Information Technology Unit on Information Technology-Embedded Product Innovation,2018,19,8,,https://aisel.aisnet.org/jais/vol19/iss8/2,,,https://dblp.org/rec/journals/jais/TarafdarT18
000494,article,,"Xiao, Xuan and Lindberg, Aron and Hansen, Sean W. and Lyytinen, Kalle",Journal of the Association for Information Systems,"""Computing"" Requirements for Open Source Software - A Distributed Cognitive Approach",2018,19,12,,https://aisel.aisnet.org/jais/vol19/iss12/2,,,https://dblp.org/rec/journals/jais/XiaoLHL18
000495,article,,"Beck, Roman and Müller-Bloch, Christoph and King, John Leslie",Journal of the Association for Information Systems,Governance in the Blockchain Economy - A Framework and Research Agenda,2018,19,10,,https://aisel.aisnet.org/jais/vol19/iss10/1,,,https://dblp.org/rec/journals/jais/BeckMK18
000496,article,,"Chiu, Chao-Min and Hsu, Jack Shih-Chieh and Lowry, Paul Benjamin and Liang, Ting-Peng",Journal of the Association for Information Systems,Solving the Interpretational-Confounding and Interpretational-Ambiguity Problems of Formative Construct Modeling in Behavioral Research - Proposing a Two-Stage Fixed-Weight Redundancy Approach,2018,19,7,,https://aisel.aisnet.org/jais/vol19/iss7/4,,,https://dblp.org/rec/journals/jais/ChiuHLL18
