ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,abstract,language,author,cited_by,fulltext,url,dblp_key,metadata_source
000180,article,10.1057/JIT.1990.46,Journal of Information Technology,A portfolio approach to evaluating information systems investments and setting priorities,1990,5,4,,,,"Ward, John M.",,,,https://dblp.org/rec/journals/jitech/Ward90,DBLP
000181,article,10.1057/JIT.1990.35,Journal of Information Technology,Systems thinking about information systems and strategies,1990,5,3,,,,"Angell, Ian O.",,,,https://dblp.org/rec/journals/jitech/Angell90,DBLP
000182,article,10.1057/JIT.1990.17,Journal of Information Technology,Organizational principles of systems decentralization,1990,5,2,,,,"Bacon, C. James",,,,https://dblp.org/rec/journals/jitech/Bacon90,DBLP
000183,article,10.1057/JIT.1990.7,Journal of Information Technology,Software product design - an organizing concept for software engineering education,1990,5,1,,,,"Bray, Ian and Jones, Orville and Webster, Stephen",,,,https://dblp.org/rec/journals/jitech/BrayJW90,DBLP
000184,article,10.1057/JIT.1990.5,Journal of Information Technology,The odd couple - Formal Notations and the development of information systems,1990,5,1,,,,"Britton, Carol and Omer, Karry",,,,https://dblp.org/rec/journals/jitech/BrittonO90,DBLP
000185,article,10.1057/JIT.1990.3,Journal of Information Technology,Achieving flexible information systems - the case for improved analysis,1990,5,1,,,,"Fitzgerald, Guy",,,,https://dblp.org/rec/journals/jitech/Fitzgerald90,DBLP
000186,article,10.1057/JIT.1990.11,Journal of Information Technology,The formulation and implementation of strategic information systems - case studies,1990,5,1,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris90a,DBLP
000187,article,10.1057/JIT.1990.37,Journal of Information Technology,The Spatial Context of Technological Development,1990,5,3,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris90d,DBLP
000188,article,10.1057/JIT.1990.38,Journal of Information Technology,Mapping and Measuring the Information Economy,1990,5,3,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris90e,DBLP
000189,article,10.1057/JIT.1990.25,Journal of Information Technology,Computing technologies - new directions and new applications,1990,5,2,,,,"Holtham, Clive",,,,https://dblp.org/rec/journals/jitech/Holtham90,DBLP
000190,article,10.1057/JIT.1990.28,Journal of Information Technology,Optical storage for computers - technology and applications,1990,5,2,,,,"Holtham, Clive",,,,https://dblp.org/rec/journals/jitech/Holtham90a,DBLP
000191,article,10.1057/JIT.1990.20,Journal of Information Technology,Challenge of the 90s - harmonizing business and technology for commercial advantage,1990,5,2,,,,"Hunt, Garry E.",,,,https://dblp.org/rec/journals/jitech/Hunt90,DBLP
000192,article,10.1057/JIT.1990.18,Journal of Information Technology,The design of a knowledge communication shell,1990,5,2,,,,"James, E. B. and Lister, R. P. and Edeleanu, C.",,,,https://dblp.org/rec/journals/jitech/JamesLE90,DBLP
000193,article,10.1057/JIT.1990.15,Journal of Information Technology,"Local area network operations - a security, control and audit perspective",1990,5,2,,,,"Jamieson, Rodger and Low, Graham",,,,https://dblp.org/rec/journals/jitech/JamiesonL90,DBLP
000194,article,10.1057/JIT.1990.16,Journal of Information Technology,Information systems successes and failures - research findings from the compounding industry,1990,5,2,,,,"Kaye, G. Roland",,,,https://dblp.org/rec/journals/jitech/Kaye90,DBLP
000195,article,10.1057/JIT.1990.48,Journal of Information Technology,People and technology - how to make your IT investment work for you,1990,5,4,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming90b,DBLP
000196,article,10.1057/JIT.1990.49,Journal of Information Technology,Maintaining information systems in organizations,1990,5,4,,,,"Lester, Stephanie",,,,https://dblp.org/rec/journals/jitech/Lester90a,DBLP
000197,article,10.1057/JIT.1990.34,Journal of Information Technology,Teaching information systems to the visually handicapped - a case history,1990,5,3,,,,"Roberts, Andrew and Gough, Tom G.",,,,https://dblp.org/rec/journals/jitech/RobertsG90,DBLP
000198,article,10.1057/JIT.1990.30,Journal of Information Technology,The case study - a useful research method for information management,1990,5,3,,,,"Smith, Craig",,,,https://dblp.org/rec/journals/jitech/Smith90,DBLP
000199,article,10.1057/JIT.1990.40,Journal of Information Technology,Beating the System,1990,5,3,,,,"Smith, Jim",,,,https://dblp.org/rec/journals/jitech/Smith90a,DBLP
000200,article,10.1057/JIT.1990.43,Journal of Information Technology,Evaluation of information systems - IS development in the Processing Company,1990,5,4,,,,"Symons, Veronica",,,,https://dblp.org/rec/journals/jitech/Symons90,DBLP
000201,article,10.1057/JIT.1990.4,Journal of Information Technology,Software sizing and costing models - a survey of empirical validation and comparison studies,1990,5,1,,,,"Tate, Graham and Verner, June M.",,,,https://dblp.org/rec/journals/jitech/TateV90,DBLP
000202,article,10.1057/JIT.1990.10,Journal of Information Technology,Fifth international COCOMO users' group meeting,1990,5,1,,,,"Verner, June M.",,,,https://dblp.org/rec/journals/jitech/Verner90,DBLP
000203,article,10.1057/JIT.1990.22,Journal of Information Technology,Innovation in Technology and Organization,1990,5,2,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks90a,DBLP
000204,article,10.1057/JIT.1993.6,Journal of Information Technology,Management challenges for survival in the 1990s,1993,8,1,,,,"Hunt, Garry E.",,,,https://dblp.org/rec/journals/jitech/Hunt93,DBLP
000205,article,10.1057/JIT.1991.27,Journal of Information Technology,Introduction - human resource and organizational issues in the 1990s,1991,6,3-4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91c,DBLP
000206,article,10.1057/JIT.1990.9,Journal of Information Technology,Developing a business-led IT strategy,1990,5,1,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris90,DBLP
000207,article,10.1057/JIT.1990.23,Journal of Information Technology,The industrialization of intelligence - mind and machine in the modern Age,1990,5,2,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris90c,DBLP
000208,article,10.1057/JIT.1990.45,Journal of Information Technology,Evaluating IT investments - matching techniques to projects,1990,5,4,,,,"Hochstrasser, Beat",,,,https://dblp.org/rec/journals/jitech/Hochstrasser90,DBLP
000209,article,10.1057/JIT.1990.36,Journal of Information Technology,Creating a business-oriented IT department,1990,5,3,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming90a,DBLP
000210,article,10.1057/JIT.1990.1,Journal of Information Technology,Editorial,1990,5,1,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW90,DBLP
000211,article,10.1057/JIT.1990.14,Journal of Information Technology,Editorial,1990,5,2,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW90a,DBLP
000212,article,10.1057/JIT.1990.29,Journal of Information Technology,Editorial,1990,5,3,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW90b,DBLP
000213,article,10.1057/JIT.1990.41,Journal of Information Technology,Editorial,1990,5,4,,,,"Leeming, Anne and Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/LeemingW90c,DBLP
000214,article,10.1057/JIT.1990.19,Journal of Information Technology,A process model for software maintenance,1990,5,2,,,,"Moreton, Robert",,,,https://dblp.org/rec/journals/jitech/Moreton90,DBLP
000215,article,10.1057/JIT.1990.44,Journal of Information Technology,Beyond strategy - benefits identification and management of specific IT investments,1990,5,4,,,,"Peters, Glen",,,,https://dblp.org/rec/journals/jitech/Peters90,DBLP
000216,article,10.1057/JIT.1990.21,Journal of Information Technology,IT and the new manager - designing an IT education programme for executives,1990,5,2,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks90,DBLP
000217,article,10.1057/JIT.1990.24,Journal of Information Technology,Regaining control of IT investments - a handbook for senior UK management,1990,5,2,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks90b,DBLP
000218,article,10.1057/JIT.1990.26,Journal of Information Technology,Understanding data communications,1990,5,2,,,,,,,,https://dblp.org/rec/journals/jitech/X90,DBLP
000219,article,10.1057/JIT.1990.27,Journal of Information Technology,Distributed group communication - the AMIGO international model,1990,5,2,,,,,,,,https://dblp.org/rec/journals/jitech/X90a,DBLP
000220,article,10.1057/JIT.1991.33,Journal of Information Technology,IT directors and IT strategy,1991,6,3-4,,,,"Coulson-Thomas, Colin J.",,,,https://dblp.org/rec/journals/jitech/Coulson-Thomas91,DBLP
000221,article,10.1057/JIT.1993.16,Journal of Information Technology,"Doctoral information systems research in Britain - a report on the UK Information Systems Doctoral Consortiums, 1991-1993",1993,8,2,,,,"Galliers, Bob",,,,https://dblp.org/rec/journals/jitech/Galliers93a,DBLP
000222,article,10.1057/JIT.1991.3,Journal of Information Technology,Deriving semantic data models from structured process descriptions of reality,1991,6,1,,,,"Benwell, George L. and Firns, Peter G. and Sallis, Philip J.",,,,https://dblp.org/rec/journals/jitech/BenwellFS91,DBLP
000223,article,10.1057/JIT.1991.29,Journal of Information Technology,A human resource approach to information systems development - the ISU (information systems use) design model,1991,6,3-4,,,,"Hales, Mike",,,,https://dblp.org/rec/journals/jitech/Hales91,DBLP
000224,article,10.1057/JIT.1991.18,Journal of Information Technology,The Market and Beyond - Cooperation and Competition in Information Technology in the Japanese System,1991,6,2,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris91a,DBLP
000225,article,10.1057/JIT.1991.36,Journal of Information Technology,Strategies for teaching information systems,1991,6,3-4,,,,"Jamieson, Rodger",,,,https://dblp.org/rec/journals/jitech/Jamieson91,DBLP
000226,article,10.1057/JIT.1991.37,Journal of Information Technology,Using an information systems strategic model to give a strategy for teaching information systems,1991,6,3-4,,,,"Tagg, Clare and Oram, Ian",,,,https://dblp.org/rec/journals/jitech/TaggO91,DBLP
000227,article,10.1057/JIT.1991.7,Journal of Information Technology,Developing a management culture in which information technology will flourish - how the UK can benefit,1991,6,1,,,,"Tomlin, Roger",,,,https://dblp.org/rec/journals/jitech/Tomlin91,DBLP
000228,article,10.1057/JIT.1991.42,Journal of Information Technology,Up and Running. Integrating Information Technology and the Organization,1991,6,3-4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91d,DBLP
000229,article,10.1057/JIT.1991.44,Journal of Information Technology,Shaping the Future. Business Design Through Information Technology,1991,6,3-4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91f,DBLP
000230,article,10.1057/JIT.1991.15,Journal of Information Technology,Information systems strategies in government - recent survey evidence,1991,6,2,,,,"Bacon, Nigel",,,,https://dblp.org/rec/journals/jitech/Bacon91,DBLP
000231,article,10.1057/JIT.1991.16,Journal of Information Technology,Case study - implementing new systems at Penguin Books,1991,6,2,,,,"Baddeley, Julie",,,,https://dblp.org/rec/journals/jitech/Baddeley91,DBLP
000232,article,10.1057/JIT.1991.4,Journal of Information Technology,Information requirements prototyping for decision support systems,1991,6,1,,,,"Braunstein, Daniel N. and Lauer, Thomas W. and Doane, David P.",,,,https://dblp.org/rec/journals/jitech/BraunsteinLD91,DBLP
000233,article,10.1057/JIT.1991.35,Journal of Information Technology,A critical look at expert systems for business information applications,1991,6,3-4,,,,"Coats, Pamela K.",,,,https://dblp.org/rec/journals/jitech/Coats91,DBLP
000234,article,10.1057/JIT.1991.28,Journal of Information Technology,The chief executive officer and the chief information officer - the strategic partnership,1991,6,3-4,,,,"Gupta, Yash P.",,,,https://dblp.org/rec/journals/jitech/Gupta91,DBLP
000235,article,10.1057/JIT.1991.9,Journal of Information Technology,Strategic planning for information systems,1991,6,1,,,,"Harris, Martin",,,,https://dblp.org/rec/journals/jitech/Harris91,DBLP
000236,article,10.1057/JIT.1991.31,Journal of Information Technology,An application of group decision support technology in collective bargaining,1991,6,3-4,,,,"Hsieh, Chang-Tseh and Menefee, Michael L.",,,,https://dblp.org/rec/journals/jitech/HsiehM91,DBLP
000237,article,10.1057/JIT.1991.21,Journal of Information Technology,Managing Information,1991,6,2,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming91b,DBLP
000238,article,10.1057/JIT.1991.26,Journal of Information Technology,AIT annual report 1991,1991,6,3-4,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming91d,DBLP
000239,article,10.1057/JIT.1991.32,Journal of Information Technology,The evolution of interorganizational systems,1991,6,3-4,,,,"Meier, Johannes and Sprague Jr., Ralph H.",,,,https://dblp.org/rec/journals/jitech/MeierS91,DBLP
000240,article,10.1057/JIT.1991.39,Journal of Information Technology,Computer representation of management policy,1991,6,3-4,,,,"Moffett, Jonathan D.",,,,https://dblp.org/rec/journals/jitech/Moffett91,DBLP
000241,article,10.1057/JIT.1991.2,Journal of Information Technology,Software for concise and informative project management,1991,6,1,,,,"Rhodes, Paul C.",,,,https://dblp.org/rec/journals/jitech/Rhodes91,DBLP
000242,article,10.1057/JIT.1991.19,Journal of Information Technology,Audit of Information Processing,1991,6,2,,,,"Vinten, Gerald",,,,https://dblp.org/rec/journals/jitech/Vinten91,DBLP
000243,article,10.1057/JIT.1991.8,Journal of Information Technology,Transforming organizations through information management,1991,6,1,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91,DBLP
000244,article,10.1057/JIT.1991.23,Journal of Information Technology,New Technology,1991,6,2,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91a,DBLP
000245,article,10.1057/JIT.1991.43,Journal of Information Technology,Office Information Systems. Management Issues and Methods,1991,6,3-4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91e,DBLP
000246,article,10.1057/JIT.1991.46,Journal of Information Technology,Project Management For Information Systems,1991,6,3-4,,,,"Willcocks, Leslie P.",,,,https://dblp.org/rec/journals/jitech/Willcocks91h,DBLP
000247,article,10.1057/JIT.1991.6,Journal of Information Technology,Overcoming the barriers to the implementation of information system strategies,1991,6,1,,,,"Wilson, Tom",,,,https://dblp.org/rec/journals/jitech/Wilson91,DBLP
000248,article,10.1057/JIT.1991.34,Journal of Information Technology,Catalyst - a programme for change within British Airways,1991,6,3-4,,,,"Windeatt, Janet and Knox, Isobel",,,,https://dblp.org/rec/journals/jitech/WindeattK91,DBLP
000249,article,10.1057/JIT.1991.13,Journal of Information Technology,Global information systems - a joint venture between business and education,1991,6,2,,,,"Yasin, Mahmoud M. and Green, Ronald F.",,,,https://dblp.org/rec/journals/jitech/YasinG91,DBLP
000250,article,10.1057/JIT.1992.8,Journal of Information Technology,Computers in the City - November 1991,1992,7,1,,,,"Iliff, Malcolm",,,,https://dblp.org/rec/journals/jitech/Iliff92,DBLP
000251,article,10.1057/JIT.1991.38,Journal of Information Technology,Creating a strategic business-based IT policy,1991,6,3-4,,,,"Brown, Ann",,,,https://dblp.org/rec/journals/jitech/Brown91,DBLP
000252,article,10.1057/JIT.1991.11,Journal of Information Technology,Parallels between object-oriented software development and total quality management,1991,6,2,,,,"Henderson-Sellers, Brian",,,,https://dblp.org/rec/journals/jitech/Henderson-Sellers91,DBLP
000253,article,10.1057/JIT.1991.41,Journal of Information Technology,The Business Value of Computers,1991,6,3-4,,,,"Holtham, Clive",,,,https://dblp.org/rec/journals/jitech/Holtham91,DBLP
000254,article,10.1057/JIT.1991.5,Journal of Information Technology,Experiments with expert systems in management education,1991,6,1,,,,"King, Malcolm and McAulay, Laurie",,,,https://dblp.org/rec/journals/jitech/KingM91,DBLP
000255,article,10.1057/JIT.1991.17,Journal of Information Technology,CASE '90,1991,6,2,,,,"Leeming, Anne",,,,https://dblp.org/rec/journals/jitech/Leeming91,DBLP
